Well,528/20,590/20
A1,1096
B1,5250
C1,9129
D1,3
E1,1
F1,1
G1,1
H1,818
A2,993
B2,4652
C2,8844
D2,2
E2,1
F2,1
G2,2
H2,888
A3,1304
B3,7099
C3,11970
D3,3
E3,1
F3,0
G3,1
H3,976
A4,1097
B4,5018
C4,9839
D4,2
E4,1
F4,1
G4,0
H4,1
A5,886
B5,1805
C5,3117
D5,2
E5,1
F5,3
G5,1
H5,0
A6,1169
B6,6008
C6,10638
D6,1
E6,1
F6,1
G6,2
H6,1
A7,933
B7,2306
C7,3606
D7,1
E7,0
F7,1
G7,1
H7,1
A8,1018
B8,4042
C8,6320
D8,1
E8,1
F8,1
G8,1
H8,1
A9,974
B9,3480
C9,6476
D9,2
E9,1
F9,1
G9,0
H9,0
A10,954
B10,3383
C10,6267
D10,2
E10,1
F10,1
G10,1
H10,1
A11,867
B11,4667
C11,9071
D11,2
E11,1
F11,0
G11,1
H11,0
A12,819
B12,3336
C12,6004
D12,2
E12,0
F12,0
G12,0
H12,0

