Well,528/20,590/20
A1,697
B1,2135
C1,3519
D1,2
E1,1
F1,2
G1,3
H1,763
A2,0
B2,1
C2,2
D2,0
E2,1
F2,2
G2,3
H2,821
A3,739
B3,1262
C3,1841
D3,2
E3,0
F3,1
G3,2
H3,789
A4,739
B4,1700
C4,3158
D4,1
E4,0
F4,2
G4,1
H4,1
A5,736
B5,940
C5,1258
D5,1
E5,1
F5,3
G5,2
H5,1
A6,750
B6,1294
C6,2228
D6,2
E6,0
F6,1
G6,2
H6,3
A7,709
B7,1455
C7,2598
D7,2
E7,1
F7,1
G7,1
H7,2
A8,739
B8,1586
C8,2643
D8,1
E8,2
F8,2
G8,1
H8,3
A9,0
B9,1
C9,2
D9,1
E9,2
F9,1
G9,1
H9,1
A10,661
B10,1245
C10,2286
D10,1
E10,1
F10,2
G10,1
H10,1
A11,741
B11,1261
C11,2121
D11,2
E11,2
F11,1
G11,3
H11,2
A12,698
B12,1328
C12,1773
D12,1
E12,0
F12,1
G12,3
H12,1

